raw,rewritten,similarity
"diatoms are photosynthetic unicellular microalgae that are the basis of trophic plots in marine ecosystems; in addition, they are the most important component of phytoplankton. several studies have shown that diatoms are the main food of bivalve filtering molluscs. crassostrea corteziensis is a species of oyster that is cultivated in an artisanal way in nayarit; the state occupies the first place in production of this oyster in the mexican pacific. although research is being carried out to improve the aquaculture conditions of this species, basic aspects of its biology are still unknown, such as its in situ feeding. for the aforementioned, the objective of this work was to determine the temporal space variation of diatom associations of the intestinal content of c. corteziensis. for this, the intestinal content of 260 specimens of c. corteziensis of three substrates (suspended string, mangrove root and sediment), in three sites (estuary, channel, lagoon) during three seasons (atypical, dry and rainy rains) was examined. the characterization of the associations was made based on the specific composition and the relative abundance of the species.","diatoms are photosynthetic, single-celled microalgae that serve as the trophic foundation in marine ecosystems and represent the most significant portion of phytoplankton. numerous studies have indicated that diatoms are the primary food source for filter-feeding bivalve mollusks. crassostrea corteziensis, an oyster species, is traditionally cultivated in nayarit and ranks as the top oyster produced along the mexican pacific. despite ongoing research to enhance the aquaculture of this species, fundamental aspects of its biology—such as its natural feeding habits—remain unexplored. consequently, this study aimed to investigate how diatom communities in the intestinal contents of c. corteziensis vary over time and space. to achieve this, researchers examined the intestinal contents of 260 c. corteziensis individuals collected from three substrates (suspended string, mangrove root, and sediment) across three sites (estuary, channel, and lagoon) during three seasons (atypical, dry, and rainy). the diatom associations were characterized according to their species composition and relative abundance.",0.95047665
"the invention discloses a thin optical system, an image acquisition device and an electronic device. the thin optical system comprises a first lens, a second lens and a third lens with refractive power sequentially from an object side to an image side, wherein the first lens has negative refractive power, and the image side surface is a concave surface near an optical axis; the second lens has refractive power, at least one surface is an aspheric surface, and the second lens is made of plastic; the third lens has positive refractive power, at least one surface is an aspheric surface, and the third lens is made of plastic. three lenses with refractive power exist in the thin optical system. the thin optical system further comprises an aperture arranged between the first lens and the second lens. the first lens, the second lens and the third lens have no mutual relative movement on the optical axis. when a specific condition is met, the thin optical system can be designed to be retrofocus, thereby enhancing telecentric effects. the invention also discloses an image acquisition device provided with the above thin optical system and the electronic device provided with the image acquisition device.","the invention details a thin optical system, an image acquisition device, and an electronic device. the thin optical system consists of three lenses arranged from the object side to the image side: a first lens with negative refractive power that has a concave image-side surface near the optical axis, a second lens with refractive power that includes at least one aspheric surface and is made of plastic, and a third lens with positive refractive power that also has at least one aspheric surface and is made of plastic. an aperture is positioned between the first and second lenses, and the three lenses do not move relative to one another along the optical axis. under certain conditions, this optical system can be designed as a retrofocus system, thereby improving telecentric performance. the invention also covers an image acquisition device equipped with this thin optical system and an electronic device that includes the image acquisition device.",0.9559664
"systems and methods for enhancing a user's efficiency while operating an oral hygiene device (10) is provided. in an exemplary embodiment, at least one image is captured using an image capturing component (602), and a region of interest (820) for operating the oral hygiene device is determined based on the at least one captured image. characteristics corresponding to a motion of the oral hygiene device operated by the user are extracted. an analysis of the extracted characteristics occurs to determine a quality of motion of the oral hygiene device, and feedback is provided to the user to regarding the determined quality of motion of the oral hygiene device.","systems and methods are provided for increasing a user’s efficiency when using an oral hygiene device. in one exemplary embodiment, an image is captured with an image capturing component (602) to identify a region of interest (820) related to the operation of the oral hygiene device. characteristics of the user-operated motion of the device are extracted from the captured image, analyzed to assess the quality of the motion, and then used to provide feedback to the user regarding the motion’s quality.",0.96185744
"the utility model discloses a case is explained to portable electric power instrument, including the box, it has the case lid to articulate on the box, be provided with two bracing pieces in the box, one of them bracing piece top is provided with the electric energy meter, and another bracing piece top is provided with the lamp stand, but two bracing pieces bottom all is connected with vertically flipped's upset axle bed, and trip shaft foot stall portion rotates and is connected with vertical revolving stage, and the revolving stage is fixed on medial wall of the box, the electric wire end extends the box and is connected with the plug, and it has the switch with the connection of electric lines to be provided with in the box, and it has the projecting apparatus to hold in the case lid, rotates between bottom and the case lid in the box and is connected with pneumatic vaulting pole. the beneficial effects of the utility model are that: structural design is equitable, wholly concentrate on a box in, portable owing to designed buffer cushion block, equipment is not fragile in the box, not only can show through the material object, can understand through watching the video in addition, show the effect of publicity is good.","the present utility model discloses a portable electric power device housed in a case. the case comprises a main box and a hinged lid. within the box, there are two support brackets: one bracket has an electric energy meter mounted on its top, while the other supports a lamp stand. both brackets are connected at their lower ends to an axle bed, which is installed in an inverted vertical position. a rotating component—referred to as the trip shaft foot stall portion—is attached to a vertically revolving stage, which is fixed to the medial wall of the box. an electric wire extends from inside the box and connects to a plug, and an internal switch is provided to control the circuitry. additionally, the design includes a projecting apparatus on the case lid that rotates between the bottom of the box and the lid, with this projection linked to a pneumatic vaulting pole. the advantages of this utility model include a well-balanced structural design that optimally utilizes the interior of the box, enhanced portability due to the integrated buffer cushion block which protects the equipment during transport, and the dual ability to demonstrate not only the physical device but also its operation via video, thereby ensuring effective promotional impact.",0.87556446
"nonanaphylactic noncardiogenic pulmonary edema leading to cardiorespiratory arrest related to the magnetic resonance imaging contrast agent gadobutrol has rarely been reported in the literature. rarer is the association of hypokalemia with acidosis. we report 2 patients who had severe pulmonary edema associated with the use of gadobutrol contrast in the absence of other inciting agents or events. these cases were unique not only for their rare and severe presentations but also because they exemplified the increasing role of extracorporeal membrane oxygenation in resuscitation. emergency extracorporeal membrane oxygenation resuscitation can be rapidly initiated and successful in the setting of a well-organized workflow, and it is a viable alternative and helps improve patient outcome in cases refractory to conventional resuscitative measures.","nonanaphylactic, noncardiogenic pulmonary edema resulting in cardiorespiratory arrest from the magnetic resonance imaging contrast agent gadobutrol is scarcely documented in the literature, and the co-occurrence of hypokalemia with acidosis is even less common. we describe two patients who developed severe pulmonary edema following the administration of gadobutrol, without any other triggering agents or events. these cases were unique not only because of their uncommon and severe presentation but also because they illustrate the growing importance of extracorporeal membrane oxygenation (ecmo) in resuscitation efforts. when a well-organized workflow is in place, emergency ecmo can be rapidly initiated and prove successful, offering a viable alternative that improves patient outcomes in situations where conventional resuscitative measures have failed.",0.9793137
"groundwater is used for public supply in 55% of brazilian municipalities. in the state of sao paulo approximately 72% of the cities, with an estimated population of 5.5 million inhabitants, are fully or partially supplied by groundwater, being bauru aquifer system the most widely used aquifer. this paper presents a hydrochemistry characterization and classification of four aquifer units which comprises the bauru aquifer system in the sao paulo state. the studies were carried out in the region of the cretaceous sedimentary occurrence of the bauru group and groundwater sampling was executed in strategically selected water wells. sampling wells were preferably selected based on single aquifer unit production and regionally distributed. chemical analyses from previous studies were incorporated in order to provide an integrated hydrochemistry characterization of the bauru aquifer system. calcium and sodium bicarbonate waters are the dominant hydrochemistry types, followed by calcium sulfate and sodium chloride. the caiua aquifer waters are the least saline and those of santo anastacio aquifer the most mineralized.","groundwater serves as the public water supply in 55% of brazilian municipalities. in são paulo state, about 72% of the cities—representing an estimated 5.5 million residents—are supplied wholly or partially by groundwater, with the bauru aquifer system being the most utilized. this study presents a hydrochemical characterization and classification of four aquifer units that make up the bauru aquifer system in são paulo state. research was conducted in the area where the cretaceous sediments of the bauru group are present, with groundwater samples collected from strategically selected wells. these wells were chosen based on their production from a single aquifer unit and were distributed across the region. in addition, chemical analyses from previous studies were incorporated to provide a comprehensive hydrochemical profile of the system. the dominant water types are calcium and sodium bicarbonate, followed by those characterized by calcium sulfate and sodium chloride. notably, waters from the caiua aquifer are the least saline, while those from the santo anastacio aquifer exhibit the highest mineralization.",0.97576046
"mounting evidence that sexual minority status is linked to stigma, stress, and health disparities necessitates critical analysis of medical sex education. in this article, i use ethnographic data t...","increasing evidence linking sexual minority status to stigma, stress, and health disparities calls for a thorough critique of medical sex education. in this article, i utilize ethnographic data to…",0.9904204
"background: each year, thousands of patients around the world receive a new heart through heart transplant surgery. this is a lifesaving action and is most common among people with a heart disease ...","every year, thousands of patients worldwide receive a new heart through transplant surgery—a procedure that often saves lives and is primarily performed on individuals with heart disease.",0.84120274
"we investigate the qcd topological susceptibility $\chi_t$ by using the nonlocal chiral quark model (nl$\chi$qm). this model is based on the liquid instanton qcd-vacuum configuration in which $\mathrm{su}(3)$ flavor symmetry is explicitly broken by the current quark mass $(m_{u,d},m_s)\approx(5,135)$ mev. to compute $\chi_t$, the local topological charge density operator $q_t(x)$ is derived from the effective partition function of nl$\chi$qm. we take into account the contributions from the leading-order (lo) ones $\sim\mathcal{o}(n_c)$ in the $1/n_c$ expansion. we also verify that the analytical expression of $\chi_t$ in nl$\chi$qm satisfy the witten-veneziano (wv) and the leutwyler-smilga (ls) formulae. once the average instanton size and inter-instanton distance are fixed with $\bar{\rho}=1/3$ fm and $\bar{r}=1$ fm, respectively, all the associated model parameters are all determined self-consistently within the model, including the $\eta$ and $\eta'$ weak decay constants. we obtain the results such as $f_{\eta}=96.77$ mev and $f_{\eta'}=102.53$ mev for instance. numerically we observe that $\chi_{t}=(165.57\,\mathrm{mev})^4$ in our full calculation. this value is comparable with its empirical one $\chi_t=(175\pm5\,\mathrm{mev})^4$. we also find that our $\chi^\mathrm{wv}_t=\chi^\mathrm{ql}_t=(194.30,\mathrm{mev})^4$ in the quenched limit and $\chi^\mathrm{ls}_t=(162.54\,\mathrm{mev})^4$ in the chiral limit. consequently, we conclude that $\chi_{t}<\chi^\mathrm{ql}_t$. our result also implies that the $(10\sim20)\,\%$ decrease with the dynamical quark contributions.","we explore the qcd topological susceptibility, χₜ, using a nonlocal chiral quark model (nlχqm) that is based on a liquid-instanton description of the qcd vacuum. in this framework, su(3) flavor symmetry is explicitly broken due to the current quark masses (mᵤ, m_d, m_s) ≈ (5, 5, 135) mev. to compute χₜ, we derive the local topological charge density operator, qₜ(x), from the effective partition function of the nlχqm, considering leading-order contributions on the order of 𝒪(n_c) in the 1/n_c expansion. furthermore, we verify that the analytical expression for χₜ within the nlχqm is consistent with the witten-veneziano (wv) and leutwyler-smilga (ls) formulas. with the average instanton size and inter-instanton distance fixed at ρ̄ = 1/3 fm and r̄ = 1 fm respectively, all associated model parameters, including the weak decay constants for the η and η′ mesons, are determined self-consistently. for example, we obtain f_η = 96.77 mev and f_η′ = 102.53 mev. numerically, our full calculation yields χₜ = (165.57 mev)⁴, which is in close agreement with the empirical value of χₜ = (175 ± 5 mev)⁴. in addition, we find that in the quenched limit, χₜ^(wv) = χₜ^(ql) = (194.30 mev)⁴, and in the chiral limit, χₜ^(ls) = (162.54 mev)⁴, leading us to conclude that χₜ < χₜ^(ql). overall, our results imply a decrease of approximately 10%–20% in χₜ when dynamical quark contributions are included.",0.9666572
"high-performance dam cement is prepared from, by weight, 12-32 parts of aluminate cement, 8-16 parts of phosphorus slag, 15-30 parts of cement clinker, 0.6-1.2 parts of bubble hole wall enhancer, 0.1-0.2 part of foaming speed regulator, 10-20 parts of silica fume, 8-15 parts of glycerol, 7-14 parts of pulverized fuel ash, 2-4 parts of butadiene styrene rubber emulsion, 10-20 parts of methylcellulose, 2-3.2 parts of gypsum, 2.5-4.5 parts of latex, 3-5 parts of high-temperature fluid loss agent, 15-22 parts of river sand, 6-9 parts of curing agent and 4-7 parts of kaolin. the high-performance dam cement has the advantages of being high in strength and performance, low in heat of hydration and dry shrinkage and good in freezing resistance, effectively preventing concrete cracking and being convenient to construct.","high-performance dam cement is produced using the following components by weight: 12–32 parts aluminate cement, 8–16 parts phosphorus slag, 15–30 parts cement clinker, 0.6–1.2 parts bubble hole wall enhancer, 0.1–0.2 part foaming speed regulator, 10–20 parts silica fume, 8–15 parts glycerol, 7–14 parts pulverized fuel ash, 2–4 parts butadiene styrene rubber emulsion, 10–20 parts methylcellulose, 2–3.2 parts gypsum, 2.5–4.5 parts latex, 3–5 parts high-temperature fluid loss agent, 15–22 parts river sand, 6–9 parts curing agent, and 4–7 parts kaolin. this cement is highly advantageous due to its high strength and performance, low heat of hydration, minimal dry shrinkage, and excellent freezing resistance. these properties effectively minimize concrete cracking while simplifying the construction process.",0.93608594
"the utility model relates to a support component, hold assembly and have support component and device of hold assembly, wherein the device includes: support component (1), slender body (29) attachable to this support component, and hold assembly (2). it passes formation attach the opening of connecing (21 on hold assembly (2) to attach splicing (13), 24, 25, 27 )the joint carries out to make slender body (29) attachable to support plate (32).","this utility model relates to a support component, a holding assembly, and a device that includes both. the device comprises a support component (1), a slender member (29) that can be attached to this support component, and a holding assembly (2). the holding assembly features a connection opening (21) designed to mate with splicing elements (13, 24, 25, 27), thereby allowing the slender member (29) to be attached to a support plate (32).",0.89143384
"the invention discloses a clock recovery equalization device and method. the method comprises the following steps: performing pre-filtering to obtain a pre-filtered first polarization signal and a pre-filtered second polarization signal; outputting a first timing error according to the pre-filtered first polarization signal, and outputting a second timing error according to the pre-filtered second polarization signal; correspondingly interpolating the first polarization signal and the second polarization signal according to the first timing error, and outputting a first interpolated polarization signal and a second interpolated polarization signal obtained after interpolation; correspondingly interpolating the first polarization signal and the second polarization signal according to the second timing error, and outputting a third interpolated polarization signal and a fourth interpolated polarization signal obtained after interpolation; and performing filtering and outputting x paths of equalization filtering signals and y paths of equalization filtering signals.","the invention describes a clock recovery equalization device and method. the method involves the following steps: first, performing pre-filtering to produce a pre-filtered first polarization signal and a pre-filtered second polarization signal; next, generating a first timing error from the pre-filtered first polarization signal and a second timing error from the pre-filtered second polarization signal; then, interpolating the first and second polarization signals based on the first timing error to yield a first interpolated polarization signal and a second interpolated polarization signal; afterwards, interpolating the first and second polarization signals again based on the second timing error to produce a third and a fourth interpolated polarization signal; finally, filtering these signals to output x paths of equalization filtering signals and y paths of equalization filtering signals.",0.9952784
"objective the aim of the study was to evaluate the rate of patient adherence to provider recommendations for biopsy proven cervical intraepithelial neoplasia (cin) 2 or 3 in an academic safety-net hospital. materials and methods this is a case series of patients with biopsy-proven cin 2 or 3 identified via pathology records between january 1, 2008 to december 31, 2012 at a single academic safety-net hospital. patients with human immunodeficiency virus, lupus, or pregnancy were excluded. patient demographics, recommended management, and patient adherence were extracted from the patient chart. complete adherence was defined as completion of follow-up recommendations within 6 months of the recommended follow-up date. the primary outcome was rate of complete adherence to management recommendations. descriptive statistics, univariate analysis, and multivariable logistic regression were performed. results six hundred eighty-four patients met inclusion and exclusion criteria. the complete adherence rate was 89% (n = 606). in multivariable analyses, those who completed follow-up were older (mean = 31 vs 29 years; p = .031), more likely to use a long-acting reversible contraceptive or sterilization for contraception (92% vs 87%; p = .036) and more likely to have been recommended excision (90% vs 83%; p = .009). in multivariable analysis, using a long-acting reversible contraceptive or sterilization (odds ratio = 1.75; ci = 1.02-3.0) and the recommendation of any kind of treatment as opposed to expectant management (odds ratio = 3.89; ci = 1.96-7.70) remained significantly associated with complete follow-up. conclusions patients were overall highly adherent to management recommendations when diagnosed with cin 2 or 3. those patients recommended to undergo treatment as opposed to observation were more likely to follow up.","objective: this study aimed to assess how well patients adhered to provider recommendations for managing biopsy-confirmed cervical intraepithelial neoplasia (cin) grades 2 or 3 at an academic safety-net hospital. materials and methods: we conducted a case series involving patients with biopsy-proven cin 2 or 3, identified from pathology records between january 1, 2008, and december 31, 2012, at a single academic safety-net hospital. patients diagnosed with human immunodeficiency virus (hiv), lupus, or those who were pregnant were excluded from the analysis. information regarding patient demographics, the recommended management plan, and adherence to these recommendations was collected from patient charts. complete adherence was defined as the completion of follow-up procedures within six months of the scheduled follow-up date. the primary outcome measured was the rate of complete adherence to the management recommendations. for the analysis, descriptive statistics, univariate analysis, and multivariable logistic regression were employed. results: a total of 684 patients met the inclusion criteria. the complete adherence rate observed was 89% (606 patients). in the multivariable analysis, patients who adhered to follow-up were older (mean age 31 versus 29 years, p = .031), were more frequently using a long-acting reversible contraceptive (larc) or had undergone sterilization for contraception (92% versus 87%, p = .036), and were more often recommended to undergo an excision procedure (90% versus 83%, p = .009). additionally, multivariable analysis revealed that using larc or sterilization (odds ratio = 1.75; confidence interval = 1.02–3.0) and receiving a recommendation for any treatment rather than expectant management (odds ratio = 3.89; confidence interval = 1.96–7.70) were significantly associated with complete follow-up. conclusions: overall, patients diagnosed with cin 2 or 3 demonstrated high adherence to the recommended management plans. moreover, those advised to undergo active treatment were more likely to follow through with the follow-up recommendations compared to those under observation.",0.98809886
"the invention discloses a precise grabbing function testing device based on multidirectional stabilizing deflection torque and an analysis method of the device. the device comprises a base, a bracket is vertically arranged in the barycenter position of the base, sensors distributed symmetrically along the bracket are arranged on the bracket, grabbing contact pieces used for applying force to the sensors are arranged on the outer sides of the sensors, and a horizontal position correction device and a midair posture recording instrument are arranged at the upper end of the bracket; a plurality of storage boxes used for accommodating weights are arranged inside the base, the midair posture, the distance to the origin of coordinates and the angle information of the device in the movement process in three-dimensional space are acquired and analyzed by changing the placement positions or weight of the weights, and finger force, torque and volatility and fluctuation correlation of the pressure center point are calculated. multidirectional stabilizing torque is used for sensing the control effect, and the calculated result can sufficiently reflect the function state of the hand sensing movement.","the invention discloses a precise device for testing gripping functionality that operates based on multidirectional stabilizing deflection torque, along with an associated analysis method. the device includes a base with a vertically oriented bracket positioned at its center of mass. symmetrically arranged sensors are mounted on the bracket, and grabbing contact pieces are placed on the outer sides of these sensors to apply force. at the top of the bracket, a horizontal position correction mechanism and an aerial posture recording instrument are provided. inside the base, several storage boxes are used to hold weights. by varying the placement or weight of these weights, the device captures and analyzes the midair posture, the distance from a predefined coordinate origin, and the angular information during three-dimensional movement. this process allows for the calculation of parameters such as finger force, torque, and the volatility and fluctuation correlation of the pressure center. multidirectional stabilizing torque is employed to sense the control effect, and the resulting calculations effectively reflect the functional state of hand-sensing motions.",0.8600923
"the present invention discloses a projection screen based touch positioning method. the method comprises the following steps: starting a camera on a depth sensor to obtain image information of a touch object on a front side of a projection plane projected by a projection device, and starting the depth sensor to obtain depth information of the touch object; obtaining three-dimensional touch point coordinates of the touch object based on the image information and depth information of the touch object; and when it is determined that the three-dimensional touch point coordinates of the touch object locate in an effective touch space on the front side of the projection plane, responding to a corresponding operation according to the three-dimensional touch point coordinates of the touch object. the present invention further discloses a projection screen based touch positioning system. according to the method and system disclosed by the embodiments of the present invention, on the premise of ensuring touch precision, a touch on a flat surface can be implemented, and requirements of a flatness level of the target wall are relatively low, so that a touch operation on any touch object can be implemented.","this invention introduces a method for touch positioning using a projection screen. the method involves the following steps: first, activating a camera on a depth sensor to capture image information of a touch object located on the front of a projection plane generated by a projector, and then activating the depth sensor to record the object’s depth information. next, by combining the image and depth data, three-dimensional coordinates for the touch point on the object are derived. once it is confirmed that these three-dimensional coordinates fall within a designated effective touch area on the front side of the projection plane, the system responds with an appropriate operation based on the touch point's location. additionally, the invention discloses a touch positioning system built around this projection screen method. by following the methods and system described, the invention ensures high touch accuracy while enabling touch interactions on a flat surface, even when the target wall does not have a high degree of flatness, making it adaptable to various touch objects.",0.9704869
"online shopping is a well known technology. due to increasing time pressures & logistical issues people are trying to move away from going to the physical store to buy everyday goods. however, currently there is no unique and novel system available to customers that can replicate in exact terms their physical shopping experience. while standard online shopping technology addresses the needs of customers who have a specific product in mind, they fall short of the general shoppers who go to the store to browse, explore and select items on display in the aisles of the store and take decisions on what they need. a typical example of this would be grocery stores. grocery shopping in particular is usually least planned, involves physically walking the cart through the different aisles of the shopping mart and then deciding what product is needed at home such as food, vegetables, fruits, etc which the grocery shopper readily picks up and drops in the shopping cart. this is the normal grocery shopping experience. shoppers are also keen on walking through the aisles of tech stores and discover different gadgets on display and buy what they feel interested in. the purpose of this invention is to take the ""exact"" experience of physically walking through the aisles and selecting the items to purchase in a virtual world using online realtime streaming video & associated software + hardware such as video cameras, user interfaces such as pc, hand held mobile devices, virtual reality devices etc. the online shopper can virtually traverse the aisles of the physical store as if he/she is physically present in that space, virtually pick and drop items from and to the cart, check prices, check what's available on display in realtime and make purchase decisions. the invention integrates key modern technologies especially video streaming into the buying process therefore making it as real and as representative of the actual physical world as possible. there are other added benefits of this invention in terms of integration with online payment systems, realtime comparisons between the nutritional values of products without having to read the fine print on the back, scheduling pick-ups and deliveries as appropriate for the buyers' needs. as a last benefit, since the entire experience is done online, multiple people in different physical locations can collaborate over the video stream to steer the buyer's decision towards the best product, as well as share the same space in a realtime virtual world, without the need of being physically there.","online shopping is a well-established technology, and as people face increasing time constraints and logistical challenges, they are looking for alternatives to physically visiting stores for everyday goods. however, no current system fully replicates the in-store shopping experience. traditional online shopping platforms work well for customers seeking a specific item, but they do not cater to those who enjoy browsing, exploring, and making spontaneous choices, such as when selecting groceries. for example, grocery shopping is often unplanned—customers physically wander through supermarket aisles, picking up items like food, vegetables, or fruits as they see them. similarly, shoppers in tech stores might stroll through aisles, discover various gadgets, and decide on purchases based on what catches their interest. the purpose of this invention is to recreate that exact experience of strolling through store aisles and selecting items, but in a virtual environment. using real-time online streaming video combined with supporting software and hardware—such as video cameras, personal computers, mobile devices, or virtual reality systems—the online shopper can virtually navigate the store, pick up and remove items from a cart, check prices, and see live displays of products before making purchasing decisions. this system leverages modern technologies, especially video streaming, to closely simulate the physical shopping experience. additionally, this invention offers benefits such as seamless integration with online payment systems, the ability to compare nutritional values of products instantly without reading fine print, and options to schedule pick-ups or deliveries tailored to the buyer’s needs. moreover, since the entire process occurs online, multiple users in different locations can collaborate over the video stream—allowing them to guide the shopper's decisions and share the same virtual space in real time without being physically present.",0.9309299
"the invention discloses a pantoea coffeiphila strain for preventing and treating bacterial wilt and application thereof. the strain is named pantoea coffeiphila gz-33; the collection number is cctcc m 2016352; and the strain was collected by china center for type culture collection of wuhan university in wuhan in china on june 27th, 2016. the pantoea coffeiphila strain can grow well in the lb (langmuir-blodgett) culture medium; the strain cells are rod-like; and when the pantoea coffeiphila strain is cultured on an lb agar plate, the bacterial colony has smooth and semitransparent surfaces and regular edges. the pantoea coffeiphila strain has an obvious antagonistic action on bacterial wilt, and provides a way for preventing and treating bacterial wilt.","this invention discloses a strain of pantoea coffeiphila, designated pantoea coffeiphila gz-33 with the collection number cctcc m 2016352, which is used for preventing and treating bacterial wilt. the strain was collected on june 27, 2016, at the china center for type culture collection at wuhan university in wuhan, china. it grows well in lb (langmuir-blodgett) culture medium, exhibits rod-shaped cells, and forms colonies with smooth, semitransparent surfaces and regular edges when cultured on an lb agar plate. notably, this strain shows clear antagonistic activity against bacterial wilt, offering an effective method for its prevention and treatment.",0.9558345
"our research concerns the mixed-initiative coordination of air and underwater vehicles interacting over inter-operated radio and underwater communication networks for novel oceanographic field studies. in such an environment, operating multiple vehicles to observe dynamic oceanographic events such as fronts, plumes, blooms and cetaceans has required that we design, implement and operate software, methods and processes which can support ephemeral and unpredictable observations (including those of moving animals) in real-world settings with substantial constraints. we articulate an approach for coordinated measurements using such platforms, which relate directly to task outcomes. we show the use and operational value of a new artificial intelligence (ai) based mixed-initiative system, europtus, for handling multiple platforms from a recent field experiment in open waters of the mid-atlantic.","our work focuses on the mixed-initiative coordination of aerial and underwater vehicles that communicate via interconnected radio and underwater networks for innovative oceanographic field studies. in this setting, using multiple vehicles to monitor dynamic ocean events—such as fronts, plumes, blooms, and marine life like cetaceans—has forced us to develop and deploy software, approaches, and procedures that can handle transient and unpredictable observations, including tracking moving animals, under significant real-world constraints. we outline a strategy for coordinated measurements with these platforms that ties directly to achieving specific task outcomes. additionally, we demonstrate the practical benefits of a new ai-driven mixed-initiative system, europtus, which was employed to manage multiple vehicles during a recent field experiment in the open mid-atlantic waters.",0.9719915
"objective. the goal of this study was to assess the appropriateness of the theory of planned behavior in predicting health care waste segregation behaviors and to examine the factors that influence waste segregation behaviors. methodology. one hundred and sixty-three health workers completed a self-administered questionnaire in a cross-sectional survey that examined the theory of planned behavior constructs (attitudes, subjective norms, perceived behavioral control, and intention) and external variables (sociodemographic factors, personal characteristics, organizational characteristics, professional characteristics, and moral obligation). results. for their most recent client 21.5% of the health workers reported that they most definitely segregated health care waste while 5.5% did not segregate. all the theory of planned behavior constructs were significant predictors of health workers' segregation behavior, but intention emerged as the strongest and most significant (r = 0.524, p < 0.001). the theory of planned behavior model explained 52.5% of the variance in health workers' segregation behavior. when external variables were added, the new model explained 66.7% of the variance in behavior. conclusion. generally, health workers' health care waste segregation behavior was high. the theory of planned behavior significantly predicted health workers' health care waste segregation behaviors.","objective: this study aimed to evaluate how well the theory of planned behavior predicts health care waste segregation behaviors and to explore the factors that affect these behaviors. methodology: in a cross-sectional survey, 163 health workers completed a self-administered questionnaire. the survey assessed the constructs of the theory of planned behavior—attitudes, subjective norms, perceived behavioral control, and intention—as well as various external variables, including sociodemographic, personal, organizational, professional factors, and moral obligation. results: concerning their most recent client, 21.5% of the health workers reported that they definitely segregated health care waste, whereas 5.5% reported that they did not. although all the constructs uniformly predicted waste segregation behavior, intention was the most significant factor (r = 0.524, p < 0.001). overall, the theory of planned behavior model explained 52.5% of the variance in segregation behavior. when additional external variables were included, the model's explanatory power increased to 66.7% of the variance. conclusion: in summary, the findings indicate that health care waste segregation behavior among health workers was high, and the theory of planned behavior proved to be a significant predictor of this behavior.",0.9942233
"the present invention relates to an airborne polarization multispectral remote sensing imaging instrument, an imaging method and a method of determining a ground remote sensing target. the imaging instrument comprises a structured light emission module, a remote sensing light ray polarization state selection module and an image obtaining module. the structured light emission module comprises a line structure light source and a push-scan part, the remote sensing light ray polarization state selection module comprises a light polarization pre-processing part, a reception light polarization part and a strip-like multispectral part. the reception light polarization part is used for the polarization selection of the echo light, the strip-like multispectral part is composed of a plurality of light filters of different light filtering wave bands and is used to filter the echo light of different wave bands, and the image obtaining module is used to obtain the echo light filtered by the strip-like multispectral part. according to the present invention, by a simple and convenient structure of a strip-like multispectral filter, the multispectral information of each pixel point in the visual field can be obtained, and the simple and convenient structure is suitable for the miniature unmanned aerial vehicle airborne measurement.","the present invention pertains to an airborne polarization multispectral remote sensing imaging instrument, along with an imaging method and a method for determining a ground remote sensing target. the device includes a structured light emission module, a remote sensing light ray polarization state selection module, and an image acquisition module. the structured light emission module features a line structure light source and a push-scan component. the polarization state selection module contains a light polarization pre-processing unit, a reception light polarization component, and a strip-like multispectral unit. in this design, the reception light polarization component is responsible for selecting the polarization of the echo light, while the strip-like multispectral unit, made up of multiple light filters tuned to different wavelength bands, filters the echo light accordingly. the image acquisition module then captures the echoed light that has been processed by these filters. this invention, through the use of a simple and convenient strip-like multispectral filter structure, enables the collection of multispectral information for each pixel in the visual field, making it particularly well-suited for airborne measurements using compact unmanned aerial vehicles.",0.9599812
"the invention discloses a self-generating sensor and a self-generating door and window monitoring device. the self-generating sensor comprises a signal generation module and a power generating module, wherein the power generation module provides electric energy for the signal generation module and comprises a magnet, a coil and a magnetic conducting member; the coil is wound on the magnetic conducting member and is connected with the signal generation module; the magnet and the magnetic conducting member are arranged adjacently; the magnet and the magnetic conducting member generate electric energy whenperforming relative movement; and the signal generation module generates a sensing signal after being electrified. the self-generating sensor is powered through an electromagnetic power generating module, does not need to be externally connected with a power supply, and is environment-friendly and energy-saving; the self-generating sensor is applied to the door or window monitoring device; a battery does not need to be changed at regular intervals; and the use of a user is facilitated.","the invention introduces a self-powered sensor along with a door and window monitoring device that operates on self-generated energy. the self-powered sensor consists of a signal generation module and a power generation module. the power generation module supplies electric power to the signal module and includes a magnet, a coil, and a magnetic conducting member. here, the coil is wound around the magnetic conducting member and connected to the signal generation module, while the magnet is placed adjacent to the magnetic conducting member. when these two components move relative to one another, they generate electrical energy, which then powers the signal generation module to produce a sensing signal. this sensor is energized by an electromagnetic power generation system, eliminating the need for an external power source, thus contributing to energy conservation and environmental friendliness. it is specifically designed for integration into a door or window monitoring device, which removes the need for periodic battery replacements and greatly enhances user convenience.",0.93739164
